Symbol,Company,Industry,Offer Date,Shares (millions),Offer Price,1st Day Close,Current Price,Return,T-10Days,T-90Days,T+100Days,SPY 90D Return,100 day Return
YAYO,YayYo,Technology,2019-11-13,2.6,$4.00,$3.55,$0.48,-88.00%,2019-11-03,2019-08-21,2020-02-21,0.05164548428584051,-0.9352112655600866
ETNB,89bio,Health Care,2019-11-11,5.3,$16.00,$20.80,$24.27,51.69%,2019-11-01,2019-08-19,2020-02-19,0.042420385863487196,0.7288461732441158
KRKR,36Kr Holdings,Consumer Goods,2019-11-08,1.4,$14.50,$13.06,$5.31,-63.38%,2019-10-29,2019-08-16,2020-02-16,0.054874760377952594,-0.5329249840244953
CNSP,CNS Pharmaceuticals,Health Care,2019-11-08,2.1,$4.00,$4.57,$2.47,-38.25%,2019-10-29,2019-08-16,2020-02-16,0.05487475431736564,-0.12078775165027908
MOHO,ECMOHO Ltd.,Consumer Goods,2019-11-08,4.4,$10.00,$10.10,$2.95,-70.50%,2019-10-29,2019-08-16,2020-02-16,0.05487509777055523,-0.30594059761196185
TELA,TELA Bio,Health Care,2019-11-08,4.0,$13.00,$13.35,$16.87,29.77%,2019-10-29,2019-08-16,2020-02-16,0.05487498732655045,0.18352057971966976
CNTG,Centogene B.V.,Health Care,2019-11-07,4.0,$14.00,$12.49,$21.32,52.29%,2019-10-28,2019-08-15,2020-02-15,0.064439853909822,-0.11769410250540709
GRTX,Galera Therapeutics,Health Care,2019-11-07,5.0,$12.00,$12.00,$8.72,-27.33%,2019-10-28,2019-08-15,2020-02-15,0.06443986113182916,0.16249998410542807
SI,Silvergate Capital,Financials,2019-11-07,3.3,$12.00,$12.52,$13.40,11.67%,2019-10-28,2019-08-15,2020-02-15,0.06443973461422983,0.3027155646650577
QK,Q&K International Group,Financials,2019-11-05,2.7,$17.00,$17.64,$11.50,-32.35%,2019-10-26,2019-08-13,2020-02-13,0.03569582947987878,-0.2964852450791701
DUO,Fangdd Network Group,Financials,2019-11-01,6.0,$13.00,$13.00,$11.75,-9.62%,2019-10-22,2019-08-09,2020-02-09,0.033452092462339704,-0.04153845860407902
OYST,Oyster Point Pharma,Health Care,2019-10-31,5.0,$16.00,$18.78,$28.75,79.69%,2019-10-21,2019-08-08,2020-02-08,0.01950165821298921,0.7966480744569251
RAPT,RAPT Therapeutics,Health Care,2019-10-31,3.0,$12.00,$13.00,$21.52,79.33%,2019-10-21,2019-08-08,2020-02-08,0.019501660331840375,1.3084615560678334
AIH,Aesthetic Medical International Holdings Group,Health Care,2019-10-25,2.5,$12.00,$10.03,$6.44,-46.33%,2019-10-15,2019-08-02,2020-02-02,0.016050517746503994,-0.2721834112579402
CABA,Cabaletta Bio,Health Care,2019-10-25,6.8,$11.00,$10.00,$7.81,-29.00%,2019-10-15,2019-08-02,2020-02-02,0.016050739288377906,0.6430000305175781
HAPP,Happiness Biotech Group Limited,Health Care,2019-10-25,2.0,$5.50,$4.50,$2.72,-50.55%,2019-10-15,2019-08-02,2020-02-02,0.016050739288377906,-0.0555555733267992
PHAT,Phathom Pharmaceuticals,Health Care,2019-10-25,9.6,$19.00,$24.60,$49.44,160.21%,2019-10-15,2019-08-02,2020-02-02,0.016050739288377906,0.3565040005861608
PGNY,Progyny,Health Care,2019-10-25,10.0,$13.00,$15.94,$22.56,73.54%,2019-10-15,2019-08-02,2020-02-02,0.016050299704367568,0.7440401486128555
TFFP,TFF Pharmaceuticals,Health Care,2019-10-25,4.4,$5.00,$5.07,$5.25,5.00%,2019-10-15,2019-08-02,2020-02-02,0.016050409907609257,0.0355029235195547
DAO,Youdao,Consumer Services,2019-10-25,5.6,$17.00,$12.50,$26.22,54.24%,2019-10-15,2019-08-02,2020-02-02,0.016050737538508972,0.26160003662109377
BRP,BRP Group,Financials,2019-10-24,16.4,$14.00,$16.37,$14.78,5.57%,2019-10-14,2019-08-01,2020-02-01,0.009524540132865533,-0.07880273973081568
BRBR,BellRing Brands,Consumer Goods,2019-10-17,34.3,$14.00,$16.50,$19.11,36.50%,2019-10-07,2019-07-25,2020-01-25,-0.0143024034562777,0.3877675843832597
HBT,HBT Financial,Financials,2019-10-11,8.3,$16.00,$15.54,$13.17,-17.69%,2019-10-01,2019-07-19,2020-01-19,0.0032656429881427747,0.2258686080328257
VIR,Vir Biotechnology,Health Care,2019-10-11,7.1,$20.00,$14.05,$34.22,71.10%,2019-10-01,2019-07-19,2020-01-19,0.0032656429881427747,0.1683308577708401
BNTX,BioNTech SE,Health Care,2019-10-10,10.0,$15.00,$14.24,$48.58,223.87%,2019-09-30,2019-07-18,2020-01-18,-0.00691327258020247,1.3300562386575372
APRE,Aprea Therapeutics,Health Care,2019-10-03,5.7,$15.00,$20.50,$30.66,104.40%,2019-09-23,2019-07-11,2020-01-11,0.0011608095930131861,1.0268292310761242
FREQ,Frequency Therapeutics,Health Care,2019-10-03,6.0,$14.00,$13.70,$19.93,42.36%,2019-09-23,2019-07-11,2020-01-11,0.0011608095930131861,0.3445255717329815
OPRT,Oportun Financial,Financials,2019-09-26,6.3,$15.00,$16.17,$12.78,-14.80%,2019-09-16,2019-07-04,2020-01-04,0.008812049340720995,0.451453259283698
PTON,Peloton Interactive,Consumer Services,2019-09-26,40.0,$29.00,$25.76,$47.10,62.41%,2019-09-16,2019-07-04,2020-01-04,0.008812049340720995,0.18788820301178935
DDOG,Datadog,Technology,2019-09-19,24.0,$27.00,$37.55,$78.05,189.07%,2019-09-09,2019-06-27,2019-12-28,0.022469884858215057,-0.0383488323826051
XGN,Exagen,Health Care,2019-09-19,3.6,$14.00,$18.58,$12.45,-11.07%,2019-09-09,2019-06-27,2019-12-28,0.022469823040661016,0.5043833344778168
PING,Ping Identity Holding,Technology,2019-09-19,12.5,$15.00,$20.11,$28.92,92.80%,2019-09-09,2019-06-27,2019-12-28,0.022469823040661016,0.2272501022437476
NVST,Envista Holdings,Health Care,2019-09-18,26.8,$22.00,$27.95,$19.54,-11.18%,2019-09-08,2019-06-26,2019-12-27,0.02609549529836272,0.05867618407449237
IGMS,IGM Biosciences,Health Care,2019-09-18,10.9,$16.00,$24.30,$62.54,290.88%,2019-09-08,2019-06-26,2019-12-27,0.02609549529836272,1.0374485545672054
NET,Cloudflare,Technology,2019-09-13,35.0,$15.00,$18.00,$28.82,92.13%,2019-09-03,2019-06-21,2019-12-22,-0.005272159407338194,0.006666713290744358
STSA,Satsuma Pharmaceuticals,Health Care,2019-09-13,5.5,$15.00,$16.90,$26.99,79.93%,2019-09-03,2019-06-21,2019-12-22,-0.005272159407338194,0.08343194551709295
SWTX,SpringWorks Therapeutics,Health Care,2019-09-13,9.0,$18.00,$22.63,$42.96,138.67%,2019-09-03,2019-06-21,2019-12-22,-0.005272250975987104,0.6062748485267606
TXG,10x Genomics,Health Care,2019-09-12,10.0,$39.00,$52.75,$83.26,113.49%,2019-09-02,2019-06-20,2019-12-21,-0.0067181170817574055,0.39943127383553023
SDC,SmileDirectClub,Health Care,2019-09-12,58.5,$23.00,$16.67,$7.36,-68.00%,2019-09-02,2019-06-20,2019-12-21,-0.0067181170817574055,-0.5140971599041223
JFU,9F,Financials,2019-08-15,8.9,$9.50,$9.58,$6.30,-33.68%,2019-08-05,2019-05-23,2019-11-23,0.04218918503841993,0.09733604374863569
CFB,CrossFirst Bankshares,Financials,2019-08-15,7.0,$14.50,$14.60,$8.90,-38.62%,2019-08-05,2019-05-23,2019-11-23,0.04218918503841993,-0.08514986199007658
INMD,InMode Ltd.,Technology,2019-08-08,5.0,$14.00,$13.57,$29.79,112.79%,2019-07-29,2019-05-16,2019-11-16,0.054844934126408625,2.6433308576687784
DT,Dynatrace Holdings,Technology,2019-08-01,35.6,$16.00,$23.85,$35.89,124.31%,2019-07-22,2019-05-09,2019-11-09,0.04170533716559316,-0.186582838229088
KRUS,Kura Sushi USA,Consumer Goods,2019-08-01,2.9,$14.00,$19.61,$16.07,14.79%,2019-07-22,2019-05-09,2019-11-09,0.04170533716559316,0.0627230751633453
SNDL,Sundial Growers,Health Care,2019-08-01,11.0,$11.00,$8.48,$0.97,-91.18%,2019-07-22,2019-05-09,2019-11-09,0.04170533716559316,-0.5518867738860566
BHAT,Blue Hat Interactive Entertainment Technology,Consumer Goods,2019-07-26,2.0,$4.00,$4.58,$1.18,-70.50%,2019-07-16,2019-05-03,2019-11-03,0.0278293475946729,-0.34061134689216693
CSTL,Castle Biosciences,Health Care,2019-07-25,4.0,$16.00,$21.40,$37.02,131.38%,2019-07-15,2019-05-02,2019-11-02,0.03754482574567125,0.06401873194647695
HCAT,Health Catalyst,Technology,2019-07-25,7.0,$26.00,$39.17,$27.26,4.85%,2019-07-15,2019-05-02,2019-11-02,0.03754482574567125,-0.13352054599744065
NOVA,Sunnova Energy International,Consumer Services,2019-07-25,14.0,$12.00,$11.25,$16.36,36.33%,2019-07-15,2019-05-02,2019-11-02,0.03754482574567125,-0.016888851589626736
AFYA,Afya Limited,Consumer Services,2019-07-19,13.7,$19.00,$24.09,$23.08,21.47%,2019-07-09,2019-04-26,2019-10-27,0.016542152525702444,0.08031037830455459
AMK,AssetMark Financial Holdings,Financials,2019-07-18,12.5,$22.00,$27.04,$27.05,22.95%,2019-07-08,2019-04-25,2019-10-26,0.02691880316286182,-0.0025888165607514503
FULC,Fulcrum Therapeutics,Health Care,2019-07-18,4.5,$16.00,$13.50,$17.37,8.56%,2019-07-08,2019-04-25,2019-10-26,0.02691880316286182,-0.5592592733877676
MIRM,Mirum Pharmaceuticals,Health Care,2019-07-18,5.0,$15.00,$13.21,$17.65,17.67%,2019-07-08,2019-04-25,2019-10-26,0.02691880316286182,-0.4299772756954044
ORCC,Owl Rock Capital Corp.,Financials,2019-07-18,10.0,$15.30,$15.49,$12.22,-20.13%,2019-07-08,2019-04-25,2019-10-26,0.02691880316286182,0.09645317627233313
PHR,Phreesia,Consumer Services,2019-07-18,9.3,$18.00,$25.08,$28.67,59.28%,2019-07-08,2019-04-25,2019-10-26,0.02691880316286182,0.0701754479360366
DOYU,DouYu International Holdings,Technology,2019-07-17,67.4,$11.50,$11.50,$8.98,-21.91%,2019-07-07,2019-04-24,2019-10-25,0.02628619721002583,-0.32608695652173914
KRTX,Karuna Therapeutics,Health Care,2019-06-28,5.6,$16.00,$20.02,$92.86,480.38%,2019-06-18,2019-04-05,2019-10-06,0.002772338046154005,-0.30819180495579085
REAL,TheRealReal,Consumer Goods,2019-06-28,15.0,$20.00,$28.90,$12.54,-37.30%,2019-06-18,2019-04-05,2019-10-06,0.002772338046154005,-0.30311419877199747
ADPT,Adaptive Biotechnologies,Health Care,2019-06-27,15.0,$20.00,$40.30,$42.71,113.55%,2019-06-17,2019-04-04,2019-10-05,0.0072427234797968545,-0.2148883377508412
BBIO,BridgeBio Pharma,Health Care,2019-06-27,20.5,$17.00,$27.55,$28.67,68.65%,2019-06-17,2019-04-04,2019-10-05,0.0072427234797968545,-0.2947368114973179
CHNG,Change Healthcare,Technology,2019-06-27,42.9,$13.00,$15.00,$10.59,-18.54%,2019-06-17,2019-04-04,2019-10-05,0.0072427234797968545,-0.19066664377848308
MORF,Morphic Holding,Health Care,2019-06-27,6.0,$15.00,$18.00,$22.49,49.93%,2019-06-17,2019-04-04,2019-10-05,0.0072427234797968545,-0.12222221162584093
BSTZ,BlackRock Science and Technology Trust II,Financials,2019-06-26,70.0,$20.00,$20.02,$21.80,9.00%,2019-06-16,2019-04-03,2019-10-04,0.009915220283736913,0.011995787149879564
CMBM,Cambium Networks,Telecommunications,2019-06-26,5.8,$12.00,$9.70,$5.81,-51.58%,2019-06-16,2019-04-03,2019-10-04,0.009915220283736913,-0.05360819735199048
AKRO,Akero Therapeutics,Health Care,2019-06-20,5.8,$16.00,$18.32,$24.28,51.75%,2019-06-10,2019-03-28,2019-09-28,0.024723063667791974,0.08242359465259393
BCEL,Atreca,Health Care,2019-06-20,7.4,$17.00,$18.05,$17.44,2.59%,2019-06-10,2019-03-28,2019-09-28,0.024723063667791974,-0.38393349830578827
GO,Grocery Outlet Holding,Consumer Goods,2019-06-20,17.2,$22.00,$28.51,$32.63,48.32%,2019-06-10,2019-03-28,2019-09-28,0.024723063667791974,0.20519117272904924
PSNL,Personalis,Health Care,2019-06-20,7.9,$17.00,$28.49,$11.69,-31.24%,2019-06-10,2019-03-28,2019-09-28,0.024723063667791974,-0.5029835043464318
STOK,Stoke Therapeutics,Health Care,2019-06-19,7.9,$18.00,$25.57,$22.54,25.22%,2019-06-09,2019-03-27,2019-09-27,0.028607100994991103,-0.16347283359654793
CHWY,Chewy,Consumer Goods,2019-06-14,46.5,$22.00,$34.99,$35.00,59.09%,2019-06-04,2019-03-22,2019-09-22,-0.016759151635372588,-0.24578456348319894
FVRR,Fiverr International Ltd.,Technology,2019-06-13,5.3,$21.00,$39.90,$29.70,41.43%,2019-06-03,2019-03-21,2019-09-21,-0.033224606298839506,-0.5348371239057603
CRWD,CrowdStrike Holdings,Technology,2019-06-12,18.0,$34.00,$58.00,$68.29,100.85%,2019-06-02,2019-03-20,2019-09-20,-0.022304946299503754,0.18844828112372036
BCYC,Bicycle Therapeutics Limited,Health Care,2019-05-23,4.3,$14.00,$12.00,$10.06,-28.14%,2019-05-13,2019-02-28,2019-08-31,0.03835619290779233,-0.3883333206176758
IDYA,IDEAYA Biosciences,Health Care,2019-05-23,5.0,$10.00,$11.19,$9.96,-0.40%,2019-05-13,2019-02-28,2019-08-31,0.03835619290779233,-0.39231452674442935
RTLR,Rattler Midstream Partners LP,Oil & Gas,2019-05-23,38.0,$17.50,$19.24,$19.39,10.80%,2019-05-13,2019-02-28,2019-08-31,0.03835619290779233,-0.04833691071158183
AVTR,Avantor,Health Care,2019-05-17,207.0,$14.00,$14.50,$19.09,36.36%,2019-05-07,2019-02-22,2019-08-25,0.05362815804686223,0.19448273757408405
FSLY,Fastly,Technology,2019-05-17,11.3,$16.00,$23.99,$20.28,26.75%,2019-05-07,2019-02-22,2019-08-25,0.05362815804686223,0.04210088530712646
PSTL,Postal Realty Trust,Financials,2019-05-15,4.5,$17.00,$17.00,$15.75,-7.35%,2019-05-05,2019-02-20,2019-08-23,0.06075617719237549,-0.10879271928145623
APLT,Applied Therapeutics,Health Care,2019-05-13,4.0,$10.00,$9.40,$8.24,-17.60%,2019-05-03,2019-02-18,2019-08-21,0.052591464026878615,0.054255345699851895
JFIN,Jiayin Group,Financials,2019-05-10,3.5,$10.50,$16.15,$15.99,52.29%,2019-04-30,2019-02-15,2019-08-18,0.06415395193279781,-0.34303406146811993
SONM,Sonim Technologies,Telecommunications,2019-05-10,3.6,$11.00,$10.99,$12.73,15.73%,2019-04-30,2019-02-15,2019-08-18,0.06415410475756839,-0.27388533263153086
UBER,Uber Technologies,Consumer Services,2019-05-10,180.0,$45.00,$41.57,$46.38,3.07%,2019-04-30,2019-02-15,2019-08-18,0.06415410475756839,-0.15251383688071735
AXLA,Axcella Health,Health Care,2019-05-09,3.6,$20.00,$13.80,$9.31,-53.45%,2019-04-29,2019-02-14,2019-08-17,0.07406673604781257,-0.4268116131822391
CRTX,Cortexyme,Health Care,2019-05-09,4.4,$17.00,$32.89,$42.51,150.06%,2019-04-29,2019-02-14,2019-08-17,0.07406673604781257,-0.17968987403727896
HHR,HeadHunter Group PLC,Consumer Services,2019-05-09,16.3,$13.50,$15.75,$16.25,20.37%,2019-04-29,2019-02-14,2019-08-17,0.07406673604781257,0.21712863219111486
MEC,Mayville Engineering,Industrials,2019-05-09,6.3,$17.00,$16.47,$13.80,-18.82%,2019-04-29,2019-02-14,2019-08-17,0.07406673604781257,-0.28111714352121586
MIST,Milestone Pharmaceuticals,Health Care,2019-05-09,5.5,$15.00,$15.37,$27.15,81.00%,2019-04-29,2019-02-14,2019-08-17,0.07406673604781257,0.14378660081991174
NXTC,NextCure,Health Care,2019-05-09,5.0,$15.00,$19.90,$14.98,-0.13%,2019-04-29,2019-02-14,2019-08-17,0.07406673604781257,0.33467336558190286
SPFI,South Plains Financial,Financials,2019-05-09,3.4,$17.50,$17.71,$16.50,-5.71%,2019-04-29,2019-02-14,2019-08-17,0.07406673604781257,-0.09500066928025656
PSN,Parsons,Technology,2019-05-08,18.5,$27.00,$30.07,$36.86,36.52%,2019-04-28,2019-02-13,2019-08-16,0.07168416517328763,0.14399740189555063
TRVI,Trevi Therapeutics,Health Care,2019-05-07,5.5,$10.00,$7.89,$7.50,-25.00%,2019-04-27,2019-02-12,2019-08-15,0.07516368835746783,-0.38403039090554886
RRBI,Red River Bancshares,Financials,2019-05-03,0.6,$45.00,$50.25,$48.45,7.67%,2019-04-23,2019-02-08,2019-08-11,0.07793294614198891,-0.08730342751732384
SCPL,SciPlay,Technology,2019-05-03,22.0,$16.00,$15.25,$13.71,-14.31%,2019-04-23,2019-02-08,2019-08-11,0.07793294614198891,-0.31081965712250254
BYND,Beyond Meat,Consumer Goods,2019-05-02,9.6,$25.00,$65.75,$160.68,542.72%,2019-04-22,2019-02-07,2019-08-10,0.07832024647854077,1.4999238801093155
SY,So-Young International,Technology,2019-05-02,13.0,$13.80,$18.20,$13.89,0.65%,2019-04-22,2019-02-07,2019-08-10,0.07832024647854077,-0.2120879367330389
TMDX,TransMedics Group,Health Care,2019-05-02,5.7,$16.00,$22.36,$28.99,81.19%,2019-04-22,2019-02-07,2019-08-10,0.07832024647854077,-0.08407875745964372
MNRL,Brigham Minerals,Oil & Gas,2019-04-18,14.5,$18.00,$19.92,$21.46,19.22%,2019-04-08,2019-01-24,2019-07-27,0.09975745631149827,0.04166643479099655
GNLN,Greenlane Holdings,Consumer Goods,2019-04-18,6.0,$17.00,$21.10,$9.59,-43.59%,2019-04-08,2019-01-24,2019-07-27,0.09975745631149827,-0.632227483953187
HOOK,HOOKIPA Pharma,Health Care,2019-04-18,6.0,$14.00,$14.00,$6.73,-51.93%,2019-04-08,2019-01-24,2019-07-27,0.09975745631149827,-0.5278571333203997
PINS,Pinterest,Technology,2019-04-18,75.0,$19.00,$24.40,$27.22,43.26%,2019-04-08,2019-01-24,2019-07-27,0.09975745631149827,0.13278687794148927
ZM,Zoom Video Communications,Technology,2019-04-18,20.9,$36.00,$62.00,$88.79,146.64%,2019-04-08,2019-01-24,2019-07-27,0.09975745631149827,0.6483870475522934
TPTX,Turning Point Therapeutics,Health Care,2019-04-17,9.3,$18.00,$28.90,$40.70,126.11%,2019-04-07,2019-01-23,2019-07-26,0.10034177630718907,0.3487889292996011
JMIA,Jumia,Consumer Goods,2019-04-12,13.5,$14.50,$25.46,$26.42,82.21%,2019-04-02,2019-01-18,2019-07-21,0.07741878009791194,-0.10761979063813924
PD,PagerDuty,Technology,2019-04-11,9.1,$24.00,$38.25,$47.05,96.04%,2019-04-01,2019-01-17,2019-07-20,0.07896332075790151,0.21019610236672795
TUFN,Tufin Software Technologies Ltd.,Technology,2019-04-11,7.7,$14.00,$19.10,$25.89,84.93%,2019-04-01,2019-01-17,2019-07-20,0.07896332075790151,0.3701570446921734
GHSI,Guardion Health Sciences,Health Care,2019-04-05,1.5,$4.00,$3.68,$1.26,-68.50%,2019-03-26,2019-01-11,2019-07-14,0.08220365113319913,-0.7309782573484969
SILK,Silk Road Medical,Health Care,2019-04-04,6.0,$20.00,$36.18,$48.46,142.30%,2019-03-25,2019-01-10,2019-07-13,0.08343653184045993,0.11608625559736703
TW,Tradeweb Markets,Financials,2019-04-04,40.0,$27.00,$35.81,$43.81,62.26%,2019-03-25,2019-01-10,2019-07-13,0.08343653184045993,0.3498996828733131
PBTS,"Powerbridge Technologies Co., Ltd.",Technology,2019-04-02,1.8,$5.00,$5.21,$3.58,-28.40%,2019-03-23,2019-01-08,2019-07-11,0.09233955124912954,-0.2801556140479941
LYFT,Lyft,Consumer Services,2019-03-29,32.5,$72.00,$78.29,$65.71,-8.74%,2019-03-19,2019-01-04,2019-07-07,0.12355340438936102,-0.2414101584475834
LEVI,Levi Strauss & Co.,Consumer Goods,2019-03-21,36.7,$17.00,$22.41,$20.88,22.82%,2019-03-11,2018-12-27,2019-06-29,0.10638097697258876,-0.0682732004386732
TIGR,UP Fintech Holding Limited,Financials,2019-03-20,13.0,$8.00,$10.92,$5.57,-30.38%,2019-03-10,2018-12-26,2019-06-28,0.11487506062896112,-0.5192307725897235
SWAV,ShockWave Medical,Health Care,2019-03-07,5.7,$17.00,$30.50,$57.09,235.82%,2019-02-25,2018-12-13,2019-06-15,0.05803246427421624,0.9789187713328288
KLDO,Kaleido Biosciences,Health Care,2019-02-28,5.0,$15.00,$14.23,$11.60,-22.67%,2019-02-18,2018-12-06,2019-06-08,0.03390793785224452,0.014492756484755098
SLGG,Super League Gaming,Consumer Services,2019-02-26,2.3,$11.00,$8.50,$8.55,-22.27%,2019-02-16,2018-12-04,2019-06-06,0.03233932156477702,-0.2592592443084564
HOTH,Hoth Therapeutics,Health Care,2019-02-15,1.3,$5.60,$8.53,$5.81,3.75%,2019-02-05,2018-11-23,2019-05-26,0.03911914226438402,-0.3868698496134936
TCRR,TCR2 Therapeutics,Health Care,2019-02-14,5.0,$15.00,$15.07,$14.31,-4.60%,2019-02-04,2018-11-22,2019-05-25,0.03185967382948838,-0.07299266423828822
HARP,Harpoon Therapeutics,Health Care,2019-02-08,5.4,$14.00,$13.50,$13.00,-7.14%,2019-01-29,2018-11-16,2019-05-19,-0.03079583137286512,-0.15111110828540944
ALEC,Alector,Health Care,2019-02-07,9.3,$19.00,$18.00,$19.00,0.00%,2019-01-28,2018-11-15,2019-05-18,-0.020833382276727673,0.12334068316628737
NFE,New Fortress Energy,Oil & Gas,2019-01-31,20.0,$14.00,$13.07,$11.71,-16.36%,2019-01-21,2018-11-08,2019-05-11,-0.044505991785947115,-0.09181334795416259
MTC,MMTEC,Technology,2019-01-08,1.8,$4.00,$5.94,$16.83,320.75%,2018-12-29,2018-10-16,2019-04-18,-0.11128112592007006,-0.4450331190239832
QFIN,360 Finance,Financials,2018-12-14,3.1,$16.50,$16.50,$11.75,-28.79%,2018-12-04,2018-09-21,2019-03-24,-0.0434604918398656,0.015151579067260904
TME,Tencent Music Entertainment Group,Consumer Services,2018-12-12,82.0,$13.00,$14.00,$14.99,15.31%,2018-12-02,2018-09-19,2019-03-22,-0.04918006128881741,0.24642862592424666
MRNA,Moderna,Health Care,2018-12-07,26.3,$23.00,$18.60,$14.64,-36.35%,2018-11-27,2018-09-14,2019-03-17,-0.07621382776697155,0.1731182391029637
MOGU,MOGU,Consumer Goods,2018-12-06,4.8,$14.00,$14.00,$2.85,-79.64%,2018-11-26,2018-09-13,2019-03-16,-0.09073437638808673,0.11142857869466145
MDRR,Medalist Diversified REIT,Financials,2018-11-28,0.2,$10.00,$9.40,$4.38,-56.20%,2018-11-18,2018-09-05,2019-03-08,-0.04864853297143073,-0.20846142408472287
TC,TuanChe Limited,Consumer Goods,2018-11-20,2.6,$7.80,$7.83,$3.06,-60.77%,2018-11-10,2018-08-28,2019-02-28,-0.03760566317857198,-0.2145593671402559
BCSF,Bain Capital Specialty Finance,Financials,2018-11-15,7.5,$20.25,$18.00,$18.62,-8.05%,2018-11-05,2018-08-23,2019-02-23,-0.044330415899959286,0.14802293973089445
WEI,Weidai Ltd.,Financials,2018-11-15,4.5,$10.00,$10.25,$9.00,-10.00%,2018-11-05,2018-08-23,2019-02-23,-0.044330415899959286,0.19219509217797257
VAPO,Vapotherm,Health Care,2018-11-14,4.0,$14.00,$16.00,$23.00,64.29%,2018-11-04,2018-08-22,2019-02-22,-0.04559946883192556,0.07437503337860107
ETON,Eton Pharmaceuticals,Health Care,2018-11-13,3.6,$6.00,$6.25,$7.90,31.67%,2018-11-03,2018-08-21,2019-02-21,-0.046165880936809456,0.16959999084472657
CNF,CNFinance Holdings Limited,Financials,2018-11-07,6.5,$7.50,$7.60,$5.93,-20.93%,2018-10-28,2018-08-15,2019-02-15,-0.05411629772378262,-0.2302631607841587
AXNX,Axonics Modulation Technologies,Health Care,2018-10-31,8.0,$15.00,$14.98,$40.97,173.13%,2018-10-21,2018-08-08,2019-02-08,-0.027882785091518213,-0.012015978438046946
ORTX,Orchard Rx Ltd.,Health Care,2018-10-31,14.3,$14.00,$14.00,$13.99,-0.07%,2018-10-21,2018-08-08,2019-02-08,-0.027882785091518213,-0.032857145581926615
TWST,Twist Bioscience,Health Care,2018-10-31,5.0,$14.00,$14.00,$29.01,107.21%,2018-10-21,2018-08-08,2019-02-08,-0.027882785091518213,0.5378571919032505
GMDA,Gamida Cell Ltd.,Health Care,2018-10-26,6.3,$8.00,$8.44,$5.08,-36.50%,2018-10-16,2018-08-03,2019-02-03,-0.02805997669506591,0.6706162420009715
PT,Pintec Technology Holdings,Technology,2018-10-25,3.7,$11.88,$12.49,$2.97,-75.00%,2018-10-15,2018-08-02,2019-02-02,-0.018381590026702862,-0.15932744656407707
YETI,YETI Holdings,Consumer Goods,2018-10-25,16.0,$18.00,$17.00,$28.95,60.83%,2018-10-15,2018-08-02,2019-02-02,-0.018381590026702862,-0.011764750761144301
LOGC,LogicBio Therapeutics,Health Care,2018-10-19,7.0,$10.00,$11.50,$13.00,30.00%,2018-10-09,2018-07-27,2019-01-27,0.027371735734293298,-0.2695652505625849
NIU,Niu Technologies,Consumer Goods,2018-10-19,7.0,$9.00,$8.65,$5.91,-34.33%,2018-10-09,2018-07-27,2019-01-27,0.027371735734293298,-0.12023115963935453
SWI,SolarWinds,Technology,2018-10-19,25.0,$15.00,$15.03,$18.34,22.27%,2018-10-09,2018-07-27,2019-01-27,0.027371735734293298,0.14038597566887162
PHAS,PhaseBio Pharmaceuticals,Health Care,2018-10-18,9.2,$5.00,$5.00,$13.12,162.40%,2018-10-08,2018-07-26,2019-01-26,0.020409959232382695,-0.24000000953674316
MSC,Studio City International Holdings,Consumer Services,2018-10-18,28.8,$12.50,$15.50,$19.82,58.56%,2018-10-08,2018-07-26,2019-01-26,0.020409959232382695,-0.16129032258064516
SIBN,SI-BONE,Health Care,2018-10-17,7.2,$15.00,$20.06,$20.34,35.60%,2018-10-07,2018-07-25,2019-01-25,0.01800257826240087,-0.02642067763743964
PLAN,Anaplan,Technology,2018-10-12,15.5,$17.00,$24.30,$50.47,196.88%,2018-10-02,2018-07-20,2019-01-20,0.04780717390390371,0.22633745566591665
EQ,Equillium,Health Care,2018-10-12,4.7,$14.00,$14.00,$5.66,-59.57%,2018-10-02,2018-07-20,2019-01-20,0.04780717390390371,-0.1414285387311663
ALLO,Allogene Therapeutics,Health Care,2018-10-11,18.0,$18.00,$25.00,$26.85,49.17%,2018-10-01,2018-07-19,2019-01-19,0.0429858279414037,0.14319999694824218
LTHM,Livent,Basic Materials,2018-10-11,20.0,$17.00,$16.97,$6.92,-59.29%,2018-10-01,2018-07-19,2019-01-19,0.0429858279414037,-0.23040654401564004
ESTC,Elastic N.V.,Technology,2018-10-05,7.0,$36.00,$70.00,$74.66,107.39%,2018-09-25,2018-07-13,2019-01-13,0.04559322174509599,0.06814280918666295
GH,Guardant Health,Health Care,2018-10-04,12.5,$19.00,$32.20,$86.33,354.37%,2018-09-24,2018-07-12,2019-01-12,0.04990427218319039,0.3335402984254186
KOD,Kodiak Sciences Inc.,Health Care,2018-10-04,9.0,$10.00,$10.16,$11.70,17.00%,2018-09-24,2018-07-12,2019-01-12,0.04990427218319039,-0.11417321504267317
UPWK,Upwork,Technology,2018-10-03,12.5,$15.00,$21.18,$16.08,7.20%,2018-09-23,2018-07-11,2019-01-11,0.059422725137533806,-0.10292730282175927
CTK,CooTek (Cayman) Inc.,Technology,2018-09-28,4.4,$12.00,$9.44,$9.59,-20.08%,2018-09-18,2018-07-06,2019-01-06,0.05054103992937958,-0.026483052024653696
